sample	junction	class	frame_class	variants	complex_class	frame_count
BRE002	chr7_80132429_+:chr7_80172271_-	intragenic	_			NA
BRE002	chr7_82643445_+:chr7_82677529_-	intragenic	_			NA
BRE002	chr7_83520949_+:chr7_83562262_-	intergenic	_			NA
BRE002	chr7_85674194_+:chr7_85684204_-	intergenic	_			NA
BRE002	chr7_85791061_+:chr7_85808577_-	intergenic	_			NA
BRE002	chr7_87549819_+:chr7_87569950_-	gene_intergenic	_			NA
BRE002	chr7_90615929_+:chr7_90629184_-	intragenic	_			NA
BRE002	chr7_90731682_+:chr7_90761984_-	intragenic	_			NA
BRE002	chr7_92641653_+:chr7_92697383_-	intergenic	_			NA
BRE002	chr7_92868191_+:chr7_92899652_-	intragenic	_			NA
BRE002	chr7_92884689_+:chr7_92921934_-	intragenic	_			NA
BRE002	chr7_94802820_+:chr7_94824610_-	intragenic	_			NA
BRE002	chr7_95800079_+:chr7_95839345_-	intragenic	_			NA
BRE002	chr7_96179007_+:chr7_96194964_-	intragenic	_			NA
BRE002	chr7_97387245_+:chr7_97400227_-	intergenic	_			NA
BRE002	chr7_98476036_+:chr7_103054894_-	intergenic	_			NA
BRE002	chr7_99256989_+:chr7_100013303_-	gene_gene	_			NA
BRE002	chr7_99465429_+:chr7_99891109_-	intergenic	_			NA
BRE002	chr7_99625147_+:chr7_100533298_-	intergenic	_			NA
BRE002	chr7_99649943_+:chr7_99747254_-	gene_gene	simple_fusion_gene	chr7_99649943_+:chr7_99747254_-	simple	1
BRE002	chr7_100392085_+:chr7_100422421_-	intergenic	_			NA
BRE002	chr7_100486043_+:chr7_100508319_-	intergenic	_			NA
BRE002	chr7_101819540_+:chr7_101882120_-	intragenic	_			NA
BRE002	chr7_102705654_+:chr7_102754206_-	gene_gene	_			NA
BRE002	chr7_103735253_+:chr7_104005985_-	gene_intergenic	_			NA
BRE002	chr7_103919952_+:chr7_103928014_-	intergenic	_			NA
BRE002	chr7_104428559_+:chr7_104463695_-	intragenic	_			NA
BRE002	chr7_105147523_+:chr7_105194815_-	gene_intergenic	_			NA
BRE002	chr7_106366121_+:chr7_106387021_-	intragenic	_			NA
BRE002	chr7_108795614_+:chr7_108825857_-	intergenic	_			NA
BRE002	chr7_108975816_+:chr7_109018236_-	intergenic	_			NA
BRE002	chr7_110367759_+:chr7_110391120_-	intragenic	_			NA
BRE002	chr7_111460662_+:chr7_112074654_-	gene_gene	_			NA
BRE002	chr7_111586582_+:chr7_111724180_-	intragenic	_			NA
BRE002	chr7_112548219_-:chr7_112557565_+	intragenic	_			NA
BRE002	chr7_113269762_+:chr7_113287203_+	intergenic	_			NA
BRE002	chr7_113286803_-:chr7_113287503_-	intergenic	_			NA
BRE002	chr7_113498236_+:chr7_113548671_-	intergenic	_			NA
BRE002	chr7_118805207_+:chr7_118960032_-	intergenic	_			NA
BRE002	chr7_118846515_+:chr7_118870948_-	intergenic	_			NA
BRE002	chr7_119138459_+:chr7_119145420_-	intergenic	_			NA
BRE002	chr7_119238666_+:chr7_119244273_-	intergenic	_			NA
BRE002	chr7_119819985_+:chr7_119845035_-	intergenic	_			NA
BRE002	chr7_119910688_+:chr7_119929574_-	gene_intergenic	_			NA
BRE002	chr7_120015867_+:chr7_120025916_-	intragenic	_			NA
BRE002	chr7_121097203_+:chr7_121108419_-	intergenic	_			NA
BRE002	chr7_121263036_+:chr7_122830668_-	intergenic	_			NA
BRE002	chr22_29065802_-:chr7_122315171_-	intergenic	_			NA
BRE002	chr7_122631282_+:chr7_122765453_-	intergenic	_			NA
BRE002	chr7_122728028_+:chr7_122749858_-	gene_intergenic	_			NA
BRE002	chr7_123672777_-:chr7_123677041_+	intragenic	_			NA
BRE002	chr7_124986243_+:chr7_125459193_-	intergenic	_			NA
BRE002	chr7_126685074_+:chr7_126699057_-	intragenic	_			NA
BRE002	chr7_126789426_+:chr7_126868659_-	intragenic	_			NA
BRE002	chr7_126855669_-:chr7_126855958_+	intragenic	_			NA
BRE002	chr7_126901883_+:chr7_126918040_-	intergenic	_			NA
BRE002	chr7_128016285_+:chr7_128315371_-	gene_intergenic	_			NA
BRE002	chr7_128711443_+:chr7_128714736_+	intergenic	_			NA
BRE002	chr7_128713844_+:chr7_128715935_+	intergenic	_			NA
BRE002	chr7_128713957_-:chr7_128716090_-	intergenic	_			NA
BRE002	chr7_128771976_-:chr7_128775774_+	intergenic	_			NA
BRE002	chr7_129439251_+:chr7_129636218_-	gene_intergenic	_			NA
BRE002	chr7_129512027_+:chr7_129657169_-	gene_intergenic	_			NA
BRE002	chr7_129841950_+:chr7_130043490_-	gene_gene	simple_fusion_gene	chr7_129841950_+:chr7_130043490_-	simple	1
BRE002	chr7_131186747_+:chr7_131250937_-	gene_intergenic	_			NA
BRE002	chr7_133462236_+:chr7_133499008_-	intragenic	_			NA
BRE002	chr7_133472648_+:chr7_133593246_-	intragenic	_			NA
BRE002	chr7_135369077_-:chr7_135369110_+	intragenic	_			NA
BRE002	chr7_136098751_+:chr7_136109348_-	intragenic	_			NA
BRE002	chr7_137614221_+:chr7_137881000_-	gene_intergenic	_			NA
BRE002	chr7_137659677_+:chr7_137763067_-	gene_intergenic	_			NA
BRE002	chr7_137683200_+:chr7_137742632_-	gene_intergenic	_			NA
BRE002	chr7_138505523_+:chr7_138556905_-	intergenic	_			NA
BRE002	chr7_139158651_-:chr7_139158825_+	intragenic	_			NA
BRE002	chr7_140646672_+:chr7_140667368_-	intergenic	_			NA
BRE002	chr7_140706702_+:chr7_141753872_-	gene_intergenic	complex_hidden_frame	chr7_140706702_+:chr7_141753872_-^chr7_140706702_+:chr7_141753872_-	complex	1
BRE002	chr7_141647719_+:chr7_141728478_-	intragenic	_			NA
BRE002	chr7_141755576_+:chr7_141869954_-	gene_gene	_			NA
BRE002	chr7_143675230_+:chr7_143684448_-	intragenic	_			NA
BRE002	chr7_144285620_-:chr7_144286011_+	intragenic	_			NA
BRE002	chr7_145921772_+:chr7_145967097_-	intragenic	_			NA
BRE002	chr7_149847470_+:chr7_149860074_-	intergenic	_			NA
BRE002	chr7_149849129_+:chr7_149860077_-	intergenic	_			NA
BRE002	chr7_149980979_+:chr7_150133279_-	gene_intergenic	_			NA
BRE002	chr7_151104397_+:chr7_151310224_-	gene_gene	_			NA
BRE002	chr7_152106877_+:chr7_152244630_-	gene_intergenic	_			NA
BRE002	chr7_153030779_-:chr7_153030828_+	intergenic	_			NA
BRE002	chr7_155498794_+:chr7_155532469_-	intragenic	_			NA
BRE002	chr7_156253911_+:chr7_156301202_-	intergenic	_			NA
BRE002	chr8_17579149_+:chr8_17582672_+	intragenic	_			NA
BRE002	chr8_17582658_-:chr8_17767874_-	intergenic	_			NA
BRE002	chr8_19528702_+:chr8_19563137_-	intragenic	_			NA
BRE002	chr8_27517911_+:chr8_27613439_-	gene_gene	_			NA
BRE002	chr8_27612484_-:chr8_27614851_+	intragenic	_			NA
BRE002	chr22_29065891_+:chr8_38236289_+	gene_intergenic	_			NA
BRE002	chr8_39777169_+:chr8_39925284_-	gene_intergenic	_			NA
BRE002	chr8_40435198_+:chr8_40451284_-	intragenic	_			NA
BRE002	chr8_48249554_+:chr8_48758915_-	intergenic	_			NA
BRE002	chr8_48427783_+:chr8_48498251_-	intragenic	_			NA
BRE002	chr8_48469679_+:chr8_48550692_-	intragenic	_			NA
BRE002	chr8_48639483_+:chr8_51814970_-	intergenic	_			NA
BRE002	chr8_48926030_+:chr8_48946118_-	intragenic	_			NA
BRE002	chr8_49646969_+:chr8_49666586_-	gene_intergenic	_			NA
BRE002	chr8_50009433_+:chr8_50024125_+	intergenic	_			NA
BRE002	chr8_50024133_-:chr8_50026778_-	intergenic	_			NA
BRE002	chr8_50218719_+:chr8_50252619_-	intergenic	_			NA
BRE002	chr8_53556286_+:chr8_53615770_-	intragenic	_			NA
BRE002	chr8_55566459_+:chr8_55577506_-	intragenic	_			NA
BRE002	chr8_56815215_+:chr8_56914341_-	intragenic	_			NA
BRE002	chr8_57087262_+:chr8_57157236_-	gene_intergenic	_			NA
BRE002	chr8_61578953_+:chr8_61664849_-	gene_intergenic	_			NA
BRE002	chr8_61712462_+:chr8_61757733_-	intragenic	_			NA
BRE002	chr8_65007618_+:chr8_65012037_-	intragenic	_			NA
BRE002	chr8_67647649_+:chr8_67703396_-	intragenic	_			NA
BRE002	chr8_68307412_-:chr8_68310037_+	intergenic	_			NA
BRE002	chr8_76004236_+:chr8_76026524_-	intergenic	_			NA
BRE002	chr8_77859280_+:chr8_77876649_-	intergenic	_			NA
BRE002	chr8_80371033_+:chr8_80384603_-	intergenic	_			NA
BRE002	chr8_80382573_-:chr8_80384137_+	intergenic	_			NA
BRE002	chr8_81074141_+:chr8_81246416_-	gene_intergenic	simple_hidden_frame	chr8_81074141_+:chr8_81246416_-	simple	2
BRE002	chr8_81561242_+:chr8_81561300_-	intragenic	_			NA
BRE002	chr8_82125038_+:chr8_83633474_-	intergenic	_			NA
BRE002	chr8_82214951_-:chr8_82214986_+	intergenic	_			NA
BRE002	chr8_82839863_+:chr8_82852125_-	intergenic	_			NA
BRE002	chr8_83560437_+:chr8_83590406_-	gene_intergenic	_			NA
BRE002	chr8_83802906_+:chr8_83816935_-	intragenic	_			NA
BRE002	chr8_84579730_+:chr8_84705059_-	intergenic	_			NA
BRE002	chr8_86036264_-:chr8_86038592_+	intragenic	_			NA
BRE002	chr8_87268745_+:chr8_87344060_-	gene_intergenic	_			NA
BRE002	chr8_93274984_+:chr8_93292787_-	intergenic	_			NA
BRE002	chr19_49911069_+:chr8_93538897_+	intergenic	_			NA
BRE002	chr19_49994655_-:chr8_93558250_-	gene_intergenic	simple_fusion_gene	chr8_93558250_-:chr19_49994655_-	simple	5
BRE002	chr8_95695470_+:chr8_95769389_-	gene_gene	_			NA
BRE002	chr8_96059781_+:chr8_96265204_-	gene_gene	_			NA
BRE002	chr8_98728563_+:chr8_98743436_-	intergenic	_			NA
BRE002	chr8_99100380_+:chr8_99272202_-	intergenic	_			NA
BRE002	chr8_99496066_+:chr8_99652817_-	intragenic	_			NA
BRE002	chr8_99645894_+:chr8_99648281_-	intragenic	_			NA
BRE002	chr8_100274297_+:chr8_100327080_-	intragenic	_			NA
BRE002	chr8_100906971_+:chr8_100957154_-	intergenic	_			NA
BRE002	chr8_101620846_-:chr8_101622135_-	intragenic	_			NA
BRE002	chr8_102208077_+:chr8_102527748_-	gene_intergenic	_			NA
BRE002	chr8_102748965_+:chr8_102759180_-	intragenic	_			NA
BRE002	chr8_103308950_+:chr8_103329438_-	intragenic	_			NA
BRE002	chr8_103399203_+:chr8_103430756_-	gene_intergenic	_			NA
BRE002	chr8_103801049_+:chr8_103845647_-	intergenic	_			NA
BRE002	chr8_103863679_-:chr8_103962360_+	intergenic	_			NA
BRE002	chr8_106200017_+:chr8_106206714_-	intragenic	_			NA
BRE002	chr8_108054259_+:chr8_108074789_-	intergenic	_			NA
BRE002	chr8_109404197_+:chr8_109463427_-	gene_intergenic	_			NA
BRE002	chr8_110655607_+:chr8_113850780_-	gene_gene	_			NA
BRE002	chr8_113776428_+:chr8_113793792_-	intragenic	_			NA
BRE002	chr8_113962831_+:chr8_113991527_-	intragenic	_			NA
BRE002	chr8_116269970_+:chr8_117668298_-	intergenic	_			NA
BRE002	chr8_116299653_+:chr8_116510185_-	intergenic	_			NA
BRE002	chr8_116395177_+:chr8_116418075_-	intergenic	_			NA
BRE002	chr8_116500609_+:chr8_116522857_-	intragenic	_			NA
BRE002	chr8_116526746_+:chr8_116587778_-	intragenic	_			NA
BRE002	chr8_116685838_+:chr8_118389493_-	gene_intergenic	_			NA
BRE002	chr8_116924826_+:chr8_117522625_-	intergenic	_			NA
BRE002	chr8_117516878_-:chr8_117517503_+	intergenic	_			NA
BRE002	chr8_120144013_+:chr8_120162827_-	intergenic	_			NA
BRE002	chr8_120861154_+:chr8_126489925_-	gene_intergenic	_			NA
BRE002	chr8_121032764_+:chr8_121036112_-	intragenic	_			NA
BRE002	chr8_121037681_+:chr8_121060928_-	intragenic	_			NA
BRE002	chr8_121135368_-:chr8_126329919_+	gene_gene	_			NA
BRE002	chr8_121490935_+:chr8_121538279_-	intragenic	_			NA
BRE002	chr8_122774937_+:chr8_122797578_+	intergenic	_			NA
BRE002	chr8_122797507_-:chr8_122800094_-	intergenic	_			NA
BRE002	chr8_123177081_+:chr8_123206772_-	intergenic	_			NA
BRE002	chr8_124156936_+:chr8_124200705_-	gene_gene	_			NA
BRE002	chr8_124176208_+:chr8_124182888_+	intergenic	_			NA
BRE002	chr8_124182875_-:chr8_124355422_-	intergenic	_			NA
BRE002	chr8_126086322_+:chr8_126127239_-	gene_intergenic	_			NA
BRE002	chr8_126147336_+:chr8_126221634_-	intragenic	_			NA
BRE002	chr8_126734418_+:chr8_126831716_-	intergenic	_			NA
BRE002	chr8_126825929_-:chr8_126826261_+	intergenic	_			NA
BRE002	chr8_127827105_+:chr8_128870793_-	gene_intergenic	_			NA
BRE002	chr8_128019100_+:chr8_132745048_-	intergenic	_			NA
BRE002	chr8_128039660_+:chr8_128969232_-	gene_intergenic	_			NA
BRE002	chr8_128099727_+:chr8_128880370_-	gene_intergenic	_			NA
BRE002	chr8_128279805_+:chr8_128373407_-	gene_intergenic	_			NA
BRE002	chr8_128283798_-:chr8_128287991_+	intergenic	_			NA
BRE002	chr8_128305461_+:chr8_128637359_-	gene_intergenic	_			NA
BRE002	chr8_128579696_+:chr8_128898598_-	gene_intergenic	_			NA
BRE002	chr8_128753539_+:chr8_128804590_-	intergenic	_			NA
BRE002	chr8_129428393_+:chr8_129430494_-	intragenic	_			NA
BRE002	chr8_129430393_+:chr8_129457706_-	intragenic	_			NA
BRE002	chr8_130811345_+:chr8_130905994_-	gene_intergenic	_			NA
BRE002	chr8_131083192_+:chr8_131237310_-	intragenic	_			NA
BRE002	chr8_133341617_+:chr8_133358263_-	intragenic	_			NA
BRE002	chr8_136523616_-:chr8_136523701_+	intragenic	_			NA
BRE002	chr8_137404185_+:chr8_137440233_-	intergenic	_			NA
BRE002	chr8_137732810_+:chr8_137771275_-	intragenic	_			NA
BRE002	chr8_137853429_+:chr8_137877478_-	intragenic	_			NA
BRE002	chr8_138580206_+:chr8_138624753_-	intergenic	_			NA
BRE002	chr8_138651229_-:chr8_138652205_+	intergenic	_			NA
BRE002	chr8_139977050_+:chr8_140022698_-	intergenic	_			NA
BRE002	chr8_141155591_+:chr8_141528660_-	gene_intergenic	_			NA
BRE002	chr8_141446236_+:chr8_141511071_-	gene_intergenic	_			NA
BRE002	chr8_141476566_+:chr8_141488661_-	intergenic	_			NA
BRE002	chr8_141532461_+:chr8_141549801_-	gene_gene	_			NA
BRE002	chr8_142327655_+:chr8_142458101_-	intergenic	_			NA
BRE002	chr8_144634320_+:chr8_145101809_-	gene_intergenic	_			NA
BRE002	chr8_144750946_+:chr8_145735494_-	gene_intergenic	_			NA
BRE002	chr8_144822247_+:chr8_144884129_-	intergenic	_			NA
BRE002	chr8_144940319_+:chr8_145073740_-	gene_gene	_			NA
BRE002	chr8_145128275_+:chr8_145625382_-	intergenic	_			NA
BRE002	chr8_145218492_+:chr8_145953752_-	intergenic	_			NA
BRE002	chr8_145959225_+:chr8_146068657_-	gene_gene	simple_fusion_gene	chr8_145959225_+:chr8_146068657_-	simple	1
BRE002	chr9_552225_+:chr9_612737_-	intragenic	_			NA
BRE002	chr9_647987_+:chr9_663321_-	intragenic	_			NA
BRE002	chr9_4874969_+:chr9_5006562_-	gene_gene	_			NA
BRE002	chr9_7143509_+:chr9_7347220_-	intergenic	_			NA
BRE002	chr9_7769895_+:chr9_7785222_-	intergenic	_			NA
BRE002	chr9_7782126_-:chr9_7782164_+	intergenic	_			NA
BRE002	chr9_9413309_+:chr9_9425929_-	intragenic	_			NA
BRE002	chr9_9509485_-:chr9_9917891_+	intragenic	_			NA
BRE002	chr9_10580363_-:chr9_10580397_+	intragenic	_			NA
BRE002	chr9_10689700_-:chr9_10696719_+	intergenic	_			NA
BRE002	chr9_13416639_+:chr9_15277191_-	gene_gene	_			NA
BRE002	chr9_14053541_+:chr9_14074954_-	intergenic	_			NA
BRE002	chr9_14059927_+:chr9_14118386_-	intergenic	_			NA
BRE002	chr9_15780791_+:chr9_15841413_-	intragenic	_			NA
BRE002	chr9_19965456_+:chr9_20014177_-	intergenic	_			NA
BRE002	chr9_21106318_+:chr9_21115719_-	intergenic	_			NA
BRE002	chr9_22399885_+:chr9_22430169_-	intergenic	_			NA
BRE002	chr9_23535938_+:chr9_24541335_-	intergenic	_			NA
BRE002	chr9_25574762_+:chr9_25664664_-	intergenic	_			NA
BRE002	chr9_25967088_+:chr9_26004086_-	intergenic	_			NA
BRE002	chr9_26330193_+:chr9_26351813_-	intergenic	_			NA
BRE002	chr9_26820659_+:chr9_26899655_-	intergenic	_			NA
BRE002	chr9_28671798_+:chr9_28709584_-	intergenic	_			NA
BRE002	chr9_30138281_-:chr9_30138982_+	intergenic	_			NA
BRE002	chr9_30896128_-:chr9_30898713_-	intergenic	_			NA
BRE002	chr9_30897915_+:chr9_30899022_+	intergenic	_			NA
BRE002	chr9_31333437_+:chr9_31402622_-	intergenic	_			NA
BRE002	chr9_32541533_+:chr9_32586476_-	gene_intergenic	_			NA
BRE002	chr9_33112121_+:chr9_35261316_-	gene_intergenic	_			NA
BRE002	chr9_33916237_+:chr9_34109481_-	intergenic	_			NA
BRE002	chr9_33956637_+:chr9_33989467_-	intragenic	_			NA
BRE002	chr9_35563581_+:chr9_35710055_-	gene_gene	_			NA
BRE002	chr9_36266903_+:chr9_36357256_-	gene_gene	_			NA
BRE002	chr9_76006452_-:chr9_76006485_+	intergenic	_			NA
BRE002	chr9_79149993_+:chr9_79188488_-	intergenic	_			NA
BRE002	chr9_79373226_+:chr9_79386284_-	intragenic	_			NA
BRE002	chr9_79967122_+:chr9_80002393_-	intragenic	_			NA
BRE002	chr9_80277399_+:chr9_80624800_-	intergenic	_			NA
BRE002	chr9_80552664_+:chr9_80570866_-	intragenic	_			NA
BRE002	chr9_80728625_+:chr9_80757247_-	intergenic	_			NA
BRE002	chr9_83137168_+:chr9_83171064_-	intergenic	_			NA
BRE002	chr9_83900016_+:chr9_83927645_-	intergenic	_			NA
BRE002	chr9_86122459_+:chr9_86197221_-	gene_intergenic	_			NA
BRE002	chr9_86302838_+:chr9_86359450_-	gene_gene	_			NA
BRE002	chr9_87990855_+:chr9_88012320_-	intergenic	_			NA
BRE002	chr9_90175829_-:chr9_90177949_+	intragenic	_			NA
BRE002	chr9_91365006_+:chr9_91384130_-	intergenic	_			NA
BRE002	chr9_92156766_+:chr9_96283977_-	gene_intergenic	_			NA
BRE002	chr9_92159172_+:chr9_92452976_-	intergenic	_			NA
BRE002	chr9_92737665_+:chr9_92774629_-	intergenic	_			NA
BRE002	chr9_93291403_+:chr9_93349712_-	gene_intergenic	_			NA
BRE002	chr9_95070068_+:chr9_95107059_-	gene_intergenic	_			NA
BRE002	chr9_95388510_+:chr9_95485310_-	gene_gene	_			NA
BRE002	chr9_95898437_-:chr9_95900144_+	intergenic	_			NA
BRE002	chr9_96152966_+:chr9_96218824_-	gene_intergenic	_			NA
BRE002	chr9_96596799_+:chr9_97044577_-	gene_intergenic	simple_fusion_gene	chr9_96596799_+:chr9_97044577_-	simple	1
BRE002	chr9_97218105_+:chr9_97224293_+	intergenic	_			NA
BRE002	chr9_97221452_-:chr9_97233973_-	gene_intergenic	_			NA
BRE002	chr9_97221454_-:chr9_97233286_+	gene_intergenic	_			NA
BRE002	chr9_97230824_-:chr9_97290848_-	intergenic	_			NA
BRE002	chr9_97950239_+:chr9_97974189_-	intragenic	_			NA
BRE002	chr9_102171863_+:chr9_102229669_-	intergenic	_			NA
BRE002	chr9_102543632_+:chr9_102567415_-	intragenic	_			NA
BRE002	chr9_102564378_-:chr9_102564964_+	intragenic	_			NA
BRE002	chr9_102805439_+:chr9_102828348_-	intragenic	_			NA
BRE002	chr9_102855889_+:chr9_102901914_-	gene_intergenic	_			NA
BRE002	chr9_103648241_+:chr9_103661037_-	intergenic	_			NA
BRE002	chr9_105026879_+:chr9_105056318_-	intergenic	_			NA
BRE002	chr9_106371776_+:chr9_106379190_-	intergenic	_			NA
BRE002	chr9_106502774_+:chr9_106542330_-	intergenic	_			NA
BRE002	chr9_108506267_+:chr9_108521150_+	intragenic	_			NA
BRE002	chr9_108512388_-:chr9_108522637_-	intragenic	_			NA
BRE002	chr9_108995476_+:chr9_109019929_-	intergenic	_			NA
BRE002	chr9_109679007_+:chr9_109836940_-	intergenic	_			NA
BRE002	chr9_109697075_+:chr9_109721203_-	intragenic	_			NA
BRE002	chr9_111584106_+:chr9_111641175_-	intergenic	_			NA
BRE002	chr9_112165308_+:chr9_112368000_-	gene_intergenic	_			NA
BRE002	chr9_112231309_+:chr9_112370453_-	gene_intergenic	_			NA
BRE002	chr9_112677358_+:chr9_112808715_-	intragenic	_			NA
BRE002	chr9_115210932_+:chr9_115350218_-	gene_gene	_			NA
BRE002	chr9_116059059_+:chr9_116177166_-	gene_intergenic	_			NA
BRE002	chr9_116084890_+:chr9_116253826_-	gene_intergenic	simple_hidden_frame	chr9_116084890_+:chr9_116253826_-	simple	1
BRE002	chr9_116095071_+:chr9_116173316_-	gene_intergenic	_			NA
BRE002	chr9_116166706_-:chr9_116168481_+	intergenic	_			NA
BRE002	chr9_116939108_+:chr9_117014376_-	intragenic	_			NA
BRE002	chr9_118809731_+:chr9_118853174_+	intergenic	_			NA
BRE002	chr9_118853170_-:chr9_118857422_-	intergenic	_			NA
BRE002	chr9_120271690_+:chr9_120275675_+	intergenic	_			NA
BRE002	chr9_120275588_-:chr9_120301310_-	intergenic	_			NA
BRE002	chr9_121178772_+:chr9_121234944_-	intergenic	_			NA
BRE002	chr9_121295571_+:chr9_121357528_-	intergenic	_			NA
BRE002	chr9_122421087_+:chr9_122440068_-	intergenic	_			NA
BRE002	chr9_122587417_+:chr9_122627018_-	intergenic	_			NA
BRE002	chr9_123493265_+:chr9_124924661_-	gene_intergenic	_			NA
BRE002	chr9_125440171_+:chr9_125476947_-	intergenic	_			NA
BRE002	chr9_126252967_+:chr9_126339141_+	intragenic	_			NA
BRE002	chr9_126338029_-:chr9_126344224_-	intragenic	_			NA
BRE002	chr9_127106808_+:chr9_127258733_-	intergenic	_			NA
BRE002	chr9_127611787_+:chr9_127634331_-	gene_intergenic	_			NA
BRE002	chr9_127915310_+:chr9_127972440_-	gene_intergenic	simple_hidden_frame	chr9_127915310_+:chr9_127972440_-	simple	1
BRE002	chr9_128862856_+:chr9_130837522_-	gene_gene	_			NA
BRE002	chr9_129868889_+:chr9_130871380_-	gene_gene	_			NA
BRE002	chr9_130506469_+:chr9_130736351_-	gene_gene	_			NA
BRE002	chr9_130935489_-:chr9_130940098_+	intragenic	_			NA
BRE002	chr9_131185262_+:chr9_131200483_-	intergenic	_			NA
BRE002	chr9_131767600_+:chr9_131806554_-	gene_gene	_			NA
BRE002	chr9_132083825_+:chr9_136081978_-	intergenic	_			NA
BRE002	chr9_132871600_+:chr9_133028662_-	intergenic	_			NA
BRE002	chr9_133253979_+:chr9_133336380_-	gene_gene	_			NA
BRE002	chr9_134607883_+:chr9_134632489_-	gene_intergenic	_			NA
BRE002	chr9_135520130_+:chr9_135970398_-	gene_intergenic	_			NA
BRE002	chr9_137547126_+:chr9_137574576_-	intragenic	_			NA
BRE002	chr9_138091245_+:chr9_138229295_-	intergenic	_			NA
BRE002	chr9_138412826_+:chr9_138436560_-	intergenic	_			NA
BRE002	chr9_138561313_+:chr9_138563532_-	intergenic	_			NA
BRE002	chr9_139261315_-:chr9_139262019_+	intragenic	_			NA
BRE002	chr9_139708842_+:chr9_139709012_+	intragenic	_			NA
BRE002	chr9_139709004_-:chr9_140173803_-	gene_gene	_			NA
BRE002	chr10_7602474_-:chr10_7602586_+	intragenic	_			NA
BRE002	chr10_7905275_+:chr10_7925704_-	intragenic	_			NA
BRE002	chr10_9732158_+:chr10_9749642_-	intergenic	_			NA
BRE002	chr10_9745648_-:chr10_9747693_+	intergenic	_			NA
BRE002	chr10_11535665_+:chr10_11755950_-	gene_intergenic	complex_hidden_frame	chr10_11535665_+:chr10_11755950_-^chr10_11535665_+:chr10_11755950_-^chr10_11602707_-:chr10_11602795_+	complex	4
BRE002	chr10_11602707_-:chr10_11602795_+	intragenic	complex_hidden_frame	chr10_11535665_+:chr10_11755950_-^chr10_11535665_+:chr10_11755950_-^chr10_11602707_-:chr10_11602795_+	complex	4
BRE002	chr10_13796470_+:chr10_13797024_+	intragenic	_			NA
BRE002	chr10_13797087_-:chr13_100484860_+	gene_gene	_			NA
BRE002	chr10_13833810_-:chr10_13854972_+	intragenic	_			NA
BRE002	chr10_14675606_+:chr10_14736278_-	intragenic	_			NA
BRE002	chr10_14884302_-:chr10_131173035_+	gene_intergenic	_			NA
BRE002	chr10_14938163_+:chr10_14974910_-	intergenic	complex_fusion_gene	chr10_14938163_+:chr10_14974910_-^chr10_14969772_+:chr10_15073820_-	complex	1
BRE002	chr10_14969772_+:chr10_15073820_-	gene_gene	complex_fusion_gene	chr10_14938163_+:chr10_14974910_-^chr10_14969772_+:chr10_15073820_-	complex	1
BRE002	chr10_15023094_+:chr10_15247984_-	intergenic	_			NA
BRE002	chr10_15136745_+:chr10_15166878_-	gene_intergenic	_			NA
BRE002	chr10_15191705_-:chr10_15191804_+	intragenic	_			NA
BRE002	chr10_15321626_+:chr11_70744777_-	gene_gene	_			NA
BRE002	chr10_15980555_-:chr11_70771146_+	gene_intergenic	_			NA
BRE002	chr10_18223272_-:chr10_18230800_-	intergenic	_			NA
BRE002	chr10_19783278_+:chr10_19817268_-	intragenic	_			NA
BRE002	chr10_23824689_+:chr10_26221377_-	intergenic	_			NA
BRE002	chr10_24455678_+:chr10_24460608_-	intragenic	_			NA
BRE002	chr10_24513246_+:chr10_24516861_+	intragenic	_			NA
BRE002	chr10_24516412_-:chr10_24593722_-	intragenic	_			NA
BRE002	chr10_24758920_+:chr10_24797790_-	intragenic	_			NA
BRE002	chr10_24780239_+:chr10_24866395_-	intergenic	_			NA
BRE002	chr10_24785392_-:chr10_24785969_+	intragenic	_			NA
BRE002	chr10_24831461_+:chr10_24845420_-	intergenic	_			NA
BRE002	chr10_25479623_+:chr10_25497608_+	intragenic	_			NA
BRE002	chr10_25497587_-:chr10_25501058_-	intragenic	_			NA
